ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Number of protesters,Number of protesters arrested,Number of protesters injured,Number of protesters killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
OD12071902,19.07.12,1,19.07.12,Thu,protest,picket,,"party, NGO",leftists,"CPU, Union of Soviet officers, ""Party of Stalin"", ""Jews against antisemitism (former - against Gurvitz)""",,IGO,,,,NATO,"CPU and ""Party of Stalin"" jews picketed sea force baze against joint Ukraine-NATO trainings.",,Odesa,Odesa,,NATO,,,8,0,0,0,N,,0,0,N
OD12071903,19.07.12,1,19.07.12,Thu,protest,picket,small business,,,Privoz market entrepreneurs,company,company,,,,Privoz market owners and administration,Entrepreneurs of Privoz market demand fair rent.,,Odesa,Odesa,,small business rights,,,399,0,0,0,N,,0,0,N
ZP12071901,19.07.12,1,19.07.12,Thu,protest,picket,,party,rightists,Svoboda,local authorities,local authorities,,,,city council,Svoboda picketed city council because of recent facts of civic assembly prohibition.,right for peaceful assembly,Zaporizhzhya,Zaporizhzhya,,civic liberties,,,,0,0,0,N,,0,0,N
ZT12071901,19.07.12,1,19.07.12,Thu,protest,rally,workers,NGO,,"Workers of Korosten city hospital, ""Veterans of Chornobyl liquidation""",local authorities,local authorities,,,,Korosten and oblast' authorities,Protest against low financing of the hospital and below-standard social payments for the non-medical employees.,,Zhytomyr,Korosten,,insufficient financing,social payments,,,0,0,0,N,,0,0,N
CRIMEA12072001,20.07.12,1,20.07.12,Fri,negative response,criminal case,law-enforcement,,,MIA of Ukraine in Crimea,,,unknown,,,Unknown vandals,Criminal case was opened against those who drew a swastika on the billboard with Tartar war hero.,CRIMEA12071601,Crimea,Simferopol,,neofascism,,,,0,0,0,N,0,0,0,N
DP12072001,20.07.12,1,20.07.12,Fri,protest,symbolic,,party,rightists,Svoboda,,"politician, government",,,,"Victor Yanukovych, government in power","Performance. Actors impersonating Yanukovych and other politicians in power were first riding a cab moved by Ukrainian citizens. Then they had to change places, and as ""Yanukovych"" and others did not manage to do this, they were kicked away.",,Dnipropetrovsk,Dnipropetrovsk,,anti-government,,,,0,0,0,N,,0,0,N
KH12072001,20.07.12,2,23.07.12,Fri,protest,hunger strike,journalists,,,"Zh.Tytarenko, jounalist at 'Real Guard'",,government,,,,Verkhovna Rada,"Zh.Tytarenko began hunger strike, protesting against new language law",Kolesnichenko's bill of law,Kharkiv,Kharkiv,,language,,,1,0,0,0,N,,0,0,N
KH12072002,20.07.12,1,20.07.12,Fri,protest,attack,unknown,,,,,,,party,,BYT,Unknown man approached on of BYT tents and began ctushing everything. He took all propaganda material and went away,,Kharkiv,Kharkiv,,anti-BYT,,,1,0,0,0,Y,0,0,0,N
KH12072003,20.07.12,1,20.07.12,Fri,negative response,arrest,law-enforcement,,,police,,,,party,rightists,"R. Avramenko, member of Svoboda","Police for a few hours detained R.Avramenko, who is accused in damaging signboard on Party of Regions office",KH12071302,Kharkiv,Kharkiv,,anti-PR,,,,1,0,0,N,,0,0,N
KIEV12072001,20.07.12,1,20.07.12,Fri,protest,rally,neighborhood,,,Inhabitants of Makariv settlement,local authorities,company,,,,"Kyiv regional administration, Makariv poultry farm ""Avangard""","Inhabitants of Makariv settlement protested against the work of poultry farm ""Avangard"". They complained that the farm has been severely violating sanitary and environment norms. ",KIEV12072001,Kyiv,Kyiv,,environment,,,,0,0,0,N,,0,0,N
LVIV12072002,20.07.12,approximate,22.07.12,Fri,protest,symbolic,,initiative group,,"Commitee for Ukrainian language, Zarvanyts'ka Initiative",,,,,,,"Activists started glueing stickers ""Ukrainian language is not respected here"" on buildings and buses where Ukrainian was ignored.","Language bill, Lviv",Lviv,Lviv,,language,,,,0,0,0,N,0,0,0,N
TE12072001,20.07.12,1,20.07.12,Fri,protest,destroy,unknown,,,,,"party, leftists",,,,CPU,Unknown poured out paint on the door of CPU office,TE12072001,Ternopil,Ternopil,,anti-CPU,,,,0,0,0,Y,0,0,0,N
TE12072002,20.07.12,1,20.07.12,Fri,negative response,arrest,law-enforcement,,,police,,,,NGO,rightists,"R.Sarabun, member of Trident","Police detained N.Zarabun, who is accused in spoiling doors of CPU office",TE12072001,Ternopil,Ternopil,,anti-CPU,,,,1,0,0,N,,0,0,N
CRIMEA12072101,21.07.12,1,21.07.12,Sat,protest,graffiti,unknown,,,Unknown protesters,,politician,,,,Mustafa Djemilyov,"At night before the protest, somebody inscripted a graffiti ""Mustafa [Djemilyov] is a thief"".",CRIMEA12072101,Crimea,Simferopol,night,Tartar nationalism,anti-Dzhemilev,,,0,0,0,Y,0,0,0,N
CRIMEA12072102,21.07.12,1,21.07.12,Sat,protest,rally,,NGO,,Generation Crimea,"ethnic minority, local authorities","ethnic minority, local authorities",,,,"Kurultai, Crimean Tartars","Picket of a Kurultai session, which was to decide which force to support in the elections, by organizations opposing ""Milliy Medjlis"". Protesters supported the language bill, as it would improve the positions of the Crimean Tartar language.",CRIMEA12072101,Crimea,Simferopol,,Tartar nationalism,pro-government,language,99,0,0,0,N,,0,0,N
CRIMEA12072103,21.07.12,1,21.07.12,Sat,protest,rally,neighborhood,,,Armyansk citizens,"communal enterprise, company","communal enterprise, company",,,,"ComEnergo-Armyansk, private enterpreneur ""Solomakha Yu.V.""","Internet in the city was turned down due to the cables of ""Solomakha Yu.V."" being cut off by ComEnergo. During more than a week, nothing has been done to restore the connection for the subscibers. As a result, they conducted a rally.",,Crimea,Armyansk,,officials' illegal actions,anti-mayor,company closure,,0,0,0,N,,0,0,N
CRIMEA12072104,21.07.12,1,21.07.12,Sat,protest,rally,neighborhood,,,"Inhabitants of Partenit settlement, tourists",local authorities,company,,,,"Partenit settlement Rada and its head, sanatorium ""Crimea""","Sanatorium ""Crimea"" blocked free entrance of the local people to the beach, demanding 15 hryvnias for a person. As a result, people protested.",CRIMEA12072104,Crimea,Partenit settlement,,privatization,land,,499,0,0,0,N,,0,0,N
IF12072101,21.07.12,1,21.07.12,Sat,protest,motorcade,bicycle riders,initiative group,,Ukrainian House Ivano-Frankivsk,,government,,,,"Government in power, Verkhovna Rada",A bike ride around Ivano-Frankivsk against the language bill.,IF12072101,Ivano-Frankivsk,Ivano-Frankivsk,,language,,,69,0,0,0,N,,0,0,N
IF12072102,21.07.12,1,21.07.12,Sat,protest,symbolic,bicycle riders,initiative group,,Ukrainian House Ivano-Frankivsk,local authorities,government,,,,"Oblast' and city Rada; Government in power, Verkhovna Rada","At the end of the ride, protesters stopped near the local Rada building and formed a trident, as on the Ukrainian coat of arms.",IF12072101,Ivano-Frankivsk,Ivano-Frankivsk,,language,Ukrainian nationalism,,69,0,0,0,N,,0,0,N
KIEV12072101,21.07.12,1,21.07.12,Sat,protest,fight,football fans,,rightists,"FC Dynamo Kiev, FC Obolon Kiev, FC Dnipro Dnipropetrovsk fans",,"football fans, foreign citizens, leftists",,,,"FC Arsenal Kiev fans, Russian citizens (allegedly FC Spartak Moscow fans)","A fight occured betwen antifascist Arsenal Kiev fans and neofascist fans of Dynamo, Dnipro and Obolon at a trolley bus stop in Kiev. On the side of Arsenal Kiev, allegedly, were the Russian Spartak fans.",KIEV12072101,Kyiv,Kyiv,,neofascism,,,125,0,4,0,Y,,0,0,N
KIEV12072102,21.07.12,1,21.07.12,Sat,negative response,arrest,state forces,,,Police forces,,,"football fans, foreign citizens",,"leftists, rightists","FC Arsenal Kiev fans, Russian citizen, FC Dynamo Kiev, FC Obolon Kiev fans",Some of the fighters were arrested.,KIEV12072101,Kyiv,Kyiv,,neofascism,,,,20,0,0,N,,0,0,N
KIEV12072103,21.07.12,1,21.07.12,Sat,protest,robbery,unknown,,,Unknown robbers,,party,,,,CPU,Somebody cut into a CPU agitation tent and took a wallet with 280 hryvnias inside.,,Kyiv,Kyiv,,anti-CPU,,,,0,0,0,Y,0,0,0,Y
LVIV12072101,21.07.12,1,21.07.12,Sat,protest,attack,football fans,initiative group,rightists,"Rightist FC Karpaty Lviv fans, Autonomous Nationalists",,ethnic minority,,,,Hungarians,"Armed football fans attacked attenders and musicians, entering a concert where Ukrainian and Hungarian bands played. They damaged the property of a club.",,Lviv,Lviv,,neofascism,,,30,0,0,0,Y,0,0,0,N
MK12072101,21.07.12,1,21.07.12,Sat,protest,rally,"parents, neighborhood",,,Parents of small children from the neighboring houses,local authorities,local authorities,,,,Mykolaiv local authorities,"Protest against the potential closure of a child park ""Ostrovok"".",,Mykolaiv,Mykolaiv,,development projects,,,,0,0,0,N,,0,0,N
MK12072102,21.07.12,1,21.07.12,Sat,protest,picket,,"party, NGO","leftists, Russian nationalists","Mykolaiv city organization of PSPU, NGO ""Cossackhood of Zaporozhie""",,"foreign country, IGO, government",,,,"USA, NATO, government in power",Protests with banners against NATO trainings in Mykolaiv oblast' and an American base in Ochakov.,MK12072102,Mykolaiv,Mykolaiv,,NATO,,,,0,0,0,N,,0,0,N
MK12072103,21.07.12,1,21.07.12,Sat,protest,picket,,party,"leftists, Russian nationalists",Pervomaisk rayon organization of PSPU,,"foreign country, IGO, government",,,,"USA, NATO, government in power",Banners were hanged on the road sides in Pervomaisk rayon against NATO trainings in Mykolaiv oblast' and an American base in Ochakov.,MK12072102,Mykolaiv,Roads in Mykolaiv oblast',,NATO,,,,0,0,0,N,,0,0,N
ZT12072101,21.07.12,1,21.07.12,Sat,protest,symbolic,taxi drivers,,,Drivers of Zhytomyr marshrutka route #3,company,company,,,,TTU,"New marshrutkas from TTU company are going to be launched on the line, and the old buses will be taken off, together with their drivers. As a protest, marshrutka drivers hanged banners on their buses: ""Routes to the carriers!""",ZT12072101,Zhytomyr,Zhytomyr,,public utilities,labor rights,,,0,0,0,N,0,0,0,N
LVIV12072201,22.07.12,1,22.07.12,Sun,protest,symbolic,neighborhood,party,rightists,"KUN, Civic Position, Konyukhiv village",,government,,,,"Government in power, Verkhovna Rada","Commemoration of OUN-UPA colonel Oleksa Gasyn. Participants expressed protest against the ""bandit government"".",,Lviv,Konyukhiv village,,Ukrainian nationalism,anti-government,,,0,0,0,N,,0,0,N
DN12072301,23.07.12,2,03.08.12,Mon,protest,strike,workers,,,miners of Postnikivska-2,,state enterprise,,,,,Miners stop work awaiting for their salaries.,DN12052601,Donetsk,Shakhtarsk,,wage arrears,,,,0,0,0,N,,0,0,N
DP12072301,23.07.12,1,23.07.12,Mon,protest,blockade,small business,,,,,company,,,,Nahorny market administration,Entrepreneurs did not let fridges to be driven away from the market which could be the step towards closure of the market,,Dnipropetrovsk,Dnipropetrovsk,,small business rights,,,,0,0,0,N,,0,0,N
KH12072301,23.07.12,1,23.07.12,Mon,protest,rally,,party,,BYT,court,"court, government",,,,Kharkiv region appeal court,Proponents of Tymoshenko came to support their dear leader. Again,Tymoshenko appeal,Kharkiv,Kharkiv,08:30:00 AM,pro-Tymoshenko,,,2499,0,0,0,N,,0,0,N
KH12072302,23.07.12,1,23.07.12,Mon,protest,rally,citizens,,,,,party,,,,BYT,Opponents of Tymoshenko came to the court building to support decision concerning her detainment,Tymoshenko appeal,Kharkiv,Kharkiv,08:30:00 AM,anti-Tymoshenko,,,2499,0,0,0,N,,0,0,N
KH12072303,23.07.12,1,23.07.12,Mon,protest,beating,unknown,,,,,party,,,,BYT,Unknown people were trying to prevent BYT acivists from installing stage and sound equipment,Tymoshenko appeal,Kharkiv,Kharkiv,,anti-Tymoshenko,,,31,0,0,0,N,,0,0,N
KIEV12072301,23.07.12,1,23.07.12,Mon,negative response,criminal case,law-enforcement,,,Police,,,"football fans, foreign citizens",,"leftists, rightists","FC Arsenal Kiev fans, Russian citizen, FC Dynamo Kiev, FC Obolon Kiev fans",A case was opened against the football fans who fought in Kiev on Saturday.,KIEV12072101,Kyiv,Kyiv,,neofascism,,,,0,0,0,N,0,0,0,N
KM12072301,23.07.12,1,23.07.12,Mon,protest,vandalism,unknown,,,Unknown vandals,,religious institution,,,,Ukrainian pagans,"Somebody broke a Pagan idol and altar near Khmelnytskyi, the place where neopagans pray.",KM12072301,Khmelnytskyi,Khmelnytskyi,,religious rights,,,,0,0,0,Y,0,0,0,Y
KM12072302,23.07.12,1,23.07.12,Mon,protest,picket,,NGO,environmentalists,SOS,local authorities,communal enterprise,,,,"Khmelnytskyi city Rada, SpecComunTrans",Protest against murdering non-agressive homeless dogs by a SpecComunTrans employee with requests to dismiss him.,,Khmelnytskyi,Khmelnytskyi,,animal rights,,,,0,0,0,N,,0,0,N
LG12072301,23.07.12,1,23.07.12,Mon,protest,rally,"students, parents",,,pupils of local school and their parents,local authorities,company,,,,petrol station,Pupils of local school and their parents protested against building of petrol station near their school. They claimed that it could be dangerous for the health of the children,,Luhansk,Vesela Tarasivka village,,development projects,public health,,,0,0,0,N,,0,0,N
LVIV12072301,23.07.12,1,23.07.12,Mon,protest,arson,unknown,,,Unknown protesters,,party,,,,Party of Regions,Somebody threw Molotov's cocktail into the Party of Regions office in Stryi.,LVIV12072301,Lviv,Stryi,,anti-PR,,,,0,0,0,Y,0,0,0,N
LVIV12072302,23.07.12,1,23.07.12,Mon,protest,picket,"neighborhood, politician",,rightists,"Villagers of Voloscha, Tyniv, and Zady, deputy of Svoboda",local authorities,local authorities,,,,Drogobych rayon state administration,Compensation from the June storm that destroyed homes of villagers was demanded by them.,LVIV12072302,Lviv,Drohobych,,welfare,housing rights,,,0,0,0,N,,0,0,N
LVIV12072303,23.07.12,1,23.07.12,Mon,negative response,interrogation,state forces,,,Police forces,,,politician,party,rightists, deputy of Svoboda,Police forces called some of the protesters to the police stations to explain the policemen what is going on.,LVIV12072302,Lviv,Drohobych,,welfare,housing rights,,,0,0,0,N,,0,0,N
LVIV12072304,23.07.12,1,23.07.12,Mon,protest,symbolic,"religious institution, neighborhood",,,"UGCC, Fit'kiv villagers",,government,,,,"Government in power, Verkhovna Rada","Commemoration of Stepan Lenkavs'kyi, OUN co-founder. Participants expressed protest against the language bill and pro-Russian history education plans.",,Lviv,Fitkiv village,,Ukrainian nationalism,language,,,0,0,0,N,,0,0,N
LVIV12072305,23.07.12,2,27.07.12,Mon,protest,strike,workers,trade union,,Lviv Coal Company workers,"local authorities, company","local authorities, company",,,,"Lviv authorities, Lviv Coal Company","Lviv Coal Company workers protested against wage arrears. Director General of the company says that this is a result of state's debt to the company; however, the workers were not interested, starting a strike.",Lviv Coal Company,Lviv,Chervonograd,,wage arrears,,,400,0,0,0,N,,0,0,N
MK12072302,23.07.12,1,23.07.12,Mon,protest,picket,citizens,,,Anatoliy Ilchenko,party,"party, politician",,,,"Party of Regions, Victor Yanukovych",Single-person picket with an offensive banner against Yanukovych.,Ilchenko,Mykolaiv,Mykolaiv,,anti-Yanukovych,,,1,0,0,0,N,,0,0,N
MK12072303,23.07.12,1,23.07.12,Mon,negative response,harass,private guards,,,Guards of the Party of Regions office,,,citizens,,,Anatoliy Ilchenko,Party of Regions office guard threatened to tear up the Ilchenko's banner.,Ilchenko,Mykolaiv,Mykolaiv,,anti-Yanukovych,,,,0,0,0,N,,0,0,N
MK12072304,23.07.12,1,23.07.12,Mon,protest,picket,citizens,,,Anatoliy Ilchenko,law-enforcement,law-enforcement,,,,Mykolaiv oblast' public prosecutor's office,"A single-person picket against public prosecutor Galtsov and Pshonka, as they did not punish advocate Repeshko, who had once beaten Ilchenko in a court and did not bear any responsibility.",Ilchenko,Mykolaiv,Mykolaiv,,officials' illegal actions,police non-feasance,,1,0,0,0,N,,0,0,N
MK12072305,23.07.12,1,23.07.12,Mon,protest,picket,citizens,,,Anatoliy Ilchenko,"law-enforcement, politician","law-enforcement, politician",,,,MIA of Ukraine and its head Vitaliy Zakharchenko,A single-person picket against internal affairs minister Zakharchenko.,Ilchenko,Mykolaiv,Mykolaiv,,anti-Zaharchenko,,,1,0,0,0,N,,0,0,N
OD12072301,23.07.12,1,23.07.12,Mon,protest,break in,,initiative group,,citizens for free beaches,"local authorities, law-enforcement",company,,,,beach occupants,Activists for free beaches successfully came into paid beach for free and occupied their place under the sun.,free beaches Odesa,Odesa,Odesa,,privatization,land,,9,0,0,0,N,,0,0,N
OD12072302,23.07.12,1,23.07.12,Mon,protest,confrontation,small business,,,Pryvoz market,,private guards,,,,One S security,Pryvoz market confrontated with some security who confiscated entrepreneurs containers.,"OD12072401 Pryvoz, Odesa city council session 24.07",Odesa,Odesa,,small business rights,,,31,0,0,0,Y,,0,0,N
RV12072301,23.07.12,1,23.07.12,Mon,protest,rally,students,,,Young activists,,government,,,,"Government in power, Verkhovna Rada",Protest against the language bill.,"Language bill, Rivne",Rivne,Rivne,07:00:00 AM,language,,,,0,0,0,N,,0,0,N
RV12072302,23.07.12,1,23.07.12,Mon,negative response,protocol,state forces,,,Police,,,students,,,Young activists,A protocol was signed as per the law infringement by the protesters.,"Language bill, Rivne",Rivne,Rivne,,language,,,,0,0,0,N,0,0,0,N
