ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
UZ13122501,12/25/2013,1,12/25/2013,Wed,protest,blockade,students,,,Mukachevo State University students,government,education institution,,,,"Ministry of Education, newly appointed rector","Mukachevo State University students blocked the road, protesting against new rector assigned by Ministry of Education.",,,Uzhhorod,Mukachevo,,education,anti-boss,,,31,0,0,0,N,,0,0,N
UZ13122502,12/25/2013,1,12/25/2013,Wed,protest,picket,journalists,,,journalists,law-enforcement,"law-enforcement, government",,,,MIA,"Journalists picketed police building, protesting against attacks on journalists.",Euromaidan-Chornovol,,Uzhhorod,Mukachevo,,police non-feasance,freedom of speech,anti-government,,31,0,0,0,N,,0,0,N
UZ13122503,12/25/2013,1,12/25/2013,Wed,protest,picket,journalists,,,journalists,law-enforcement,"law-enforcement, government",,,,"MIA, government","Journalists picketed MIA building, demanding resignation of Zakharchenko. They also demanded to stop the attacks on journalists.",Euromaidan-Chornovol,,Uzhhorod,Uzhhorod,,police non-feasance,freedom of speech,anti-Zaharchenko,,28,0,0,0,N,,0,0,N
UZ13122504,12/25/2013,1,12/25/2013,Wed,protest,demonstration/march,journalists,,,journalists,"local authorities, law-enforcement",law-enforcement,,,,"police, city council","Journalists picketed police building, expressing their solidarity with Chornovol and demanding resignation of Zakharchenko.",Euromaidan-Chornovol,,Uzhhorod,Vynohradiv,11:00:00,police non-feasance,freedom of speech,anti-Zaharchenko,,4,0,0,0,N,,0,0,N
UZ13122901,12/29/2013,1,12/29/2013,Sun,protest,rally,,party,rightists,"Svoboda, BYT, UDAR, United Center O. Kutsyn, local dwellers",,"party, company, government",,,,"government, PR owned companies","Rally in support of Euromaidan. Activists were calling citizens to join ""Maidan"" civic association and to boycott business of PR members.",Euromaidan,,Uzhhorod,Uzhhorod,,civic liberties,EU,anti-government,,301,0,0,0,N,,0,0,N
VN13011701,2013-01-17,1,2013-01-17,Thu,protest,rally,,initiative group,autonomous nationalism,Autonomous Resistance,"government, state enterprise",government,,,,"Cabinet of Ministers, Verkhovna Rada, Ukrzaliznytsia (Ukrainian Railway)","Avtonomnyi Opir protested against privatization of Ukrzaliznytsia by capitalists, increase of transportation costs and disadvantages privatization will cause to railway workers. They also demanded communal ownership of railway.",,,Vinnytsia,Vinnytsia,,anti-government,privatization,public transportation,1,,0,0,0,N,,0,0,N
VN13012201,2013-01-22,1,2013-01-22,Tue,protest,symbolic,,party,rightists,"Batkivshchyna, Svoboda, UDAR, opposition parties",government,government,,,,"Cabinet of Ministers, Verkhovna Rada",Opposition parties celebrated Unification Day with demands to free political prisoners and Yuliya Tymoshenko.,Tymoshenko,,Vinnytsia,Vinnytsia,,civic liberties,,,,99,0,0,0,N,,0,0,N
VN13012901,2013-01-29,1,2013-01-29,Tue,protest,demonstration/march,,party,rightists,"Svoboda, Batkivshchyna",,government,,,,"Verkhovna Rada, Cabinet of Ministers",Rightists commemorated heores of Kruty with a torch march. They condemned criminal anti-Ukrainian government.,Kruty,,Vinnytsia,Vinnytsia,17:10:00,Ukrainian nationalism,anti-government,anti-Communism,,301,0,0,0,N,,0,0,N
VN13012902,2013-01-29,1,2013-01-29,Tue,protest,demonstration/march,,initiative group,autonomous nationalism,Autonomous Resistance,,government,,,,"Verkhovna Rada, Cabinet of Ministers",Avtonomnyi Opir protested against capitalism and commemorated heroes of Kruty with a demonstration.,,,Vinnytsia,Vinnytsia,20:00:00,Ukrainian nationalism,anti-government,anticapitalism,,201,0,0,0,N,,0,0,N
VN13013001,2013-01-30,1,2013-01-30,Wed,protest,demonstration/march,football fans,initiative group,,"Zdorovyi sport ukrainskyh vulyts (Healthy Sport on Ukrainian Streets), fans of Nyva football club",local authorities,local authorities,,,,Vinnytsia city council,"Football fans marched the streets of Vinnytsia and demanded to revive ""Nyva"" football club, which was closed due to insuffiient financing.",,,Vinnytsia,Vinnytsia,14:00:00,sport,insufficient financing,,,199,0,0,0,N,,0,0,N
VN13020701,2013-02-07,1,2013-02-07,Thu,protest,picket,,party,leftists,CPU,"local authorities, government","local authorities, government",,,,"Vinnytsia region administration, Cabinet of Ministers, Verkhovna Rada",CPU demanded from the government to stop cooperation with IMF.,,,Vinnytsia,Vinnytsia,,IMF,,,,,0,0,0,N,,0,0,N
VN13021701,2013-02-17,1,2013-02-17,Sun,protest,demonstration/march,"football fans, students",NGO,rightists,"fans of Nyva football club, pupils of sports schools, Cossacks",local authorities,local authorities,,,,Vinnytsia city council,Football fans marched in support of healthy lifestyle and sports development in Vinnytsia.,,,Vinnytsia,Vinnytsia,,sport,public health,morale,,301,0,0,0,N,,0,0,N
VN13021901,2013-02-19,approximate,2013-02-19,Tue,protest,graffiti,,"NGO, initiative group",,"StopHam, Healthy Nation, Podilska Hromada",car owners,car owners,,,,owners of cars parked in undue places,"Activists put stickers ""I don't care about others"" on the windowns of illegally parked cars.",,,Vinnytsia,Vinnytsia,,traffic regulation,,,,31,0,0,0,N,,0,0,N
VN13022101,2013-02-21,1,2013-02-21,Thu,protest,rally,neighborhood,,,inhabitants of Vedychany village,,"ethnic minority, small business",,,,"Artak Arapetyan, local businessman",Villagers demand to remove the Armenian businessman from their village and accuse him of beatings and rapes. because of him they demand all the Armenians to go away,,,Vinnytsia,Vendychany village,,police non-feasance,neofascism,,,999,0,0,0,N,,0,0,N
VN13022201,2013-02-22,1,2013-02-22,Fri,other repression,attack,private guards,,,guards of Gaysyn alcohol plant,,,,trade union,,leader of trade union Andriy Bondarenko,"Guards of Gaysyn alcohol plant have beaten Bondarenko, the leader of plant's trade union organization. They did not like his activities, including agitation of workers.",,,Vinnytsia,Haisyn,,labor rights,,,,,0,1,0,N,0,0,0,N
VN13022202,2013-02-22,1,2013-02-22,Fri,protest,graffiti,,,rightists,"unknown activists, presumably rightists",,small business,,,,sex shops of Vinnytsia,Radicals paint the city's sex shops with graffiti paint. They claim that sex shops influence youngsters badlly.,,,Vinnytsia,Vinnytsia,,morale,,,,13,0,0,0,Y,0,0,0,N
VN13022701,2013-02-27,1,2013-02-27,Wed,protest,rally,,party,,BYT,government,government,,,,president of Ukraine,BYT supporters demanded to free Yuliya Tymoshenko and to stop political repressions.,,,Vinnytsia,Vinnytsia,17:00:00,pro-Tymoshenko,anti-Yanukovych,EU,,151,0,0,0,N,,0,0,N
VN13022702,2013-02-27,1,2013-02-27,Wed,protest,rally,veterans,NGO,,"veterans, members of Vinnytsia veterans organization","government, company",government,,,,"Ministry of Defense, Vinnytsia clinical centre","Veterans protested against reorganization of clinical centre, which would leave them without medical care and lead to unemployment of 150 doctors.",,,Vinnytsia,Vinnytsia,,public health,unemployment,company closure,,201,0,0,0,N,,0,0,N
VN13030501,2013-03-05,1,2013-03-05,Tue,other repression,attack,unknown,,,"3 unknown men, presumably related to Dombrovskyi",,,journalists,,,"Taras Chornoivan, chief editor of ""Tarasova Pravda""","Chornoivan was beaten by 3 unknown men, probably because of his anti-Dombrovskyi materials.",,,Vinnytsia,Vinnytsia,20:00:00,freedom of speech,,,,,0,1,0,N,0,0,0,Y
VN13031301,2013-03-13,1,2013-03-13,Wed,negative response,preempt,law-enforcement,,,state autoinspection of Vinnytsia,,,,party,rightists,"BYT, Svoboda, UDAR","State autoinspection tries to prevent opposition parties' representatives from attending ""Naridne Viche""",Rise Ukraine,,Vinnytsia,Vinnytsia,,anti-government,civic liberties,pro-Tymoshenko,,,0,0,0,N,,0,0,N
VN13031401,2013-03-14,1,2013-03-14,Thu,protest,demonstration/march,,party,rightists,"BYT, UDAR, Svoboda, Front Zmin",government,government,,,,"Verkhovna Rada, Cabinet of Ministers","The first march of Vstavay, Ukraino series was conducted in Vinnytsia. Participants demanded to free Tymoshenko and to ensure civic liberties of Ukrainians.",Rise Ukraine,,Vinnytsia,Vinnytsia,16:30:00,anti-government,civic liberties,pro-Tymoshenko,,8000,0,0,0,N,,0,0,N
VN13031402,2013-03-14,1,2013-03-14,Thu,protest,picket,parents,"party, NGO",leftists,"CPU, ""Parents of mudrered children""","local authorities, government",government,,,,"Vinnytsia region council, government of Ukraine","Communists demanded social justice, cancellacion of the Labour Code, liquidation of wage arrears and prevention of price increase.",,,Vinnytsia,Vinnytsia,,pro-Communism,public utilities,labor rights,,101,0,0,0,N,,0,0,N
VN13033001,2013-03-30,1,2013-03-30,Sat,protest,rally,,NGO,,"Slavis, activists and NGOs of Vinnytsia",local authorities,"government, local authorities",,,,"Vinnytsia district council, Cabinet of Ministers",Activists and local NGOs protested against cutting of trees at lisopark in Vinnytsia.,,,Vinnytsia,Vinnytsia,16:00:00,environment,development projects,,,61,0,0,0,N,,0,0,N
VN13040201,2013-04-02,1,2013-04-02,Tue,protest,picket,,NGO,,"inhabitants of Vinnytsia, activists",local authorities,local authorities,,,,Vinnytsia region administration,Locals protested against cutting down of the local park zone. Local authorities are planning to construct a university clinic on its territory.,VN13040201,,Vinnytsia,Vinnytsia,16:00:00,development projects,environment,,,25,0,0,0,N,,0,0,N
VN13040801,2013-04-08,1,2013-04-08,Mon,protest,graffiti,unknown,,,unknown persons,,"rightists, party",,,,Svoboda,Unknowns have poured paint on Svoboda office in Vinnytsia,,,Vinnytsia,Vinnytsia,,anti-Svoboda,,,,,0,0,0,Y,0,0,0,N
VN13040901,2013-04-09,2,2013-04-10,Tue,protest,blockade,neighborhood,,,neighborhood from Hrushevskogo,local authorities,"local authorities, company",,,,"development company, local authorities",people protested against building of trade center near their house. they put chairs and sit there,,,Vinnytsia,Vinnytsia,,development projects,officials' illegal actions,,,6,0,0,0,N,,0,0,N
VN13041301,2013-04-13,1,2013-04-13,Sat,protest,rally,politician,"initiative group, party, NGO","rightists, autonomous nationalism","""Save forest-park"", Svoboda, local deputies, Slavis, ""People's will"" (Narodna Volya)",local authorities,local authorities,,,,city authorities,Locals protested against cutting down of the local park zone. Local authorities are planning to construct a university clinic on its territory.,VN13040201,,Vinnytsia,Vinnytsia,,development projects,environment,,,99,0,0,0,N,,0,0,N
VN13041601,2013-04-16,1,2013-04-16,Tue,protest,rally,,party,,"citizens of the region, PR supporters",government,,,,,president,"during president visit to the city, people from different parts of the region rallied to tell him their problems. there are doubts whether this rally was deliberate",,,Vinnytsia,Vinnytsia,,welfare,pro-Yanukovych,,,1999,0,0,0,N,,0,0,N
VN13041901,2013-04-19,1,2013-04-19,Fri,protest,rally,neighborhood,NGO,,"Cossacks, inhabitants of Vinnytsia",local authorities,"local authorities, company",,,,"Monsanto company, Vinnytsia city council","Locals protested against construction of an American company's seed plant, which would deprive villagers of their land and damage the environment.",,,Vinnytsia,Vinnytsia,,land,development projects,environment,,101,0,0,0,N,,0,0,N
VN13050101,2013-05-01,1,2013-05-01,Wed,protest,demonstration/march,,party,leftists,"CPU, PSPU",government,"rightists, government",,,,"Cabinet of Ministers, Verkhovna Rada",Communists condemnded government policies as fascist and urged for revolution.,May Day,,Vinnytsia,Vinnytsia,,pro-Communism,anti-rightists,anti-government,,,0,0,0,N,,0,0,N
VN13050102,2013-05-01,1,2013-05-01,Wed,protest,demonstration/march,,NGO,"rightists, autonomous nationalism","Narodna Volya (People's Will), nationalist organizations",government,government,,,,government of Ukraine,Narodna Volya condemned government as working people's enemy and protested against capitalism.,May Day,,Vinnytsia,Vinnytsia,12:00:00,labor rights,anticapitalism,Ukrainian nationalism,,49,0,0,0,N,,0,0,N
VN13051401,2013-05-14,1,2013-05-14,Tue,positive response,accede,local authorities,,,Vinnytsia district council,,,,NGO,environmentalists,Lisopark activists,The decision on construction in Lisopark was cancelled.,VN13040201,,Vinnytsia,Vinnytsia,,development projects,environment,,,,0,0,0,N,0,0,0,N
VN13051501,2013-05-15,1,2013-05-15,Wed,protest,demonstration/march,"veterans, students","party, NGO",,"Party of Regions, students of Vinnytsia (against will?), veteran organizations",,"rightists, party",,,,rightist organizations,Party of Regions rallied against neofascism and supported eurointegration.,PR Antifascism,,Vinnytsia,Vinnytsia,17:00:00,EU,neofascism,anti-rightists,,3999,0,0,0,N,,0,0,N
VN13052601,2013-05-26,1,2013-05-26,Sun,other repression,attack,unknown,,,2 men,,,lawyers,,,"Serhiy Manyak, lawyer",Manyak was attacked by 2 men near his house.,,,Vinnytsia,Vinnytsia,15:00:00,civic liberties,corruption,,,,0,1,0,N,0,0,0,Y
VN13053101,2013-05-31,1,2013-05-31,Fri,protest,picket,,NGO,environmentalists,"activists and inhabitants of Vinnytsia, ""Regional Union for animal protection""",local authorities,local authorities,,,,Vinnytsia city council,Activists protested against eutanasia of homeless animals.,,,Vinnytsia,Vinnytsia,,animal rights,,,,51,0,0,0,N,,0,0,N
VN13061101,2013-06-11,approximate,2013-06-12,Tue,protest,rally,neighborhood,NGO,environmentalists,"inhabitants of Ladyzhyn, ""For clear environment""","company, government",company,,,,"Extra Ladyzhyn alcohol plant, government of Ukraine",Locals protest against alcohol plant which does not use adequate cleansing system.,,,Vinnytsia,Ladyzhyn,,environment,,,,1251,0,0,0,N,,0,0,N
VN13061301,2013-06-13,1,2013-06-13,Thu,protest,picket,"teachers, neighborhood, students",,,"students of Vinnytsia agrarian university, inhabitants of Vinnytsia","local authorities, company",company,,,,"construction company, Vinnytsia local authorities",Students and locals protested against constuction in the botanic garden near Agrarian university.,,,Vinnytsia,Vinnytsia,,development projects,environment,,,199,0,0,0,N,,0,0,N
VN13061401,2013-06-14,1,2013-06-14,Fri,protest,rally,neighborhood,,,village people,,local authorities,,,,village head,people protested against her for numerous reasons - including bad access to education and bad roads,,,Vinnytsia,Bairakivka village,,public utilities,education,anti-local authorities,,19,0,0,0,N,,0,0,N
VN13062701,2013-06-27,1,2013-06-27,Thu,protest,picket,,NGO,environmentalists,animal rights society of Vinnytsia,local authorities,local authorities,,,,Vinnytsia city council,Ecoactivists protested against euthanasia of homeless animals.,,,Vinnytsia,Vinnytsia,,animal rights,,,,49,0,0,0,N,,0,0,N
VN13070301,2013-07-03,approximate,2013-07-03,Wed,other repression,confrontation,citizens,,,some 5 persons,,,,initiative group,,Vidsich,"while activists were spreading leaflets against Kaletnik - deputy, coauthor of law against ZNO (external independent evaluation), president of one Vinnytsia University - some 5 persons confronted them",VN13070301,,Vinnytsia,Vinnytsia,,pro-boss,education,anti-Vidsich,,,0,0,0,N,0,0,0,N
VN13070302,2013-07-03,approximate,2013-07-03,Wed,other repression,harass,state forces,,,police,,,,initiative group,,Vidsich,"when activists called police, policemen, instead of stopping aggressors, harassed Vidsich with arrest",VN13070301,,Vinnytsia,Vinnytsia,,education,anti-Vidsich,,,,0,0,0,N,,0,0,N
VN13070401,2013-07-04,approximate,2013-07-04,Thu,protest,blockade,"neighborhood, workers",,,workers of Illinetske state agrofirm and neighborhood of the village,state enterprise,"state enterprise, private guards",,,,new director of the agrofirm and hired sportsmen,"people blocked entrance to agrofirm, protesting against new director",VN13070401,,Vinnytsia,Illinetske village,,pro-boss,raiders,,,,0,0,0,N,,0,0,N
VN13070402,2013-07-04,approximate,2013-07-04,Thu,negative response,harass,unknown,,,"though in news it is stated about policeman, likely a mistake - it was rather a hired sportsman",,,"workers, neighborhood",,,workers of Illinetske state agrofirm and neighborhood of the village,protesting people were harassed with gun,VN13070401,,Vinnytsia,Illinetske village,,pro-boss,raiders,,,,0,0,0,N,,0,0,N
VN13070501,2013-07-05,1,2013-07-05,Fri,protest,picket,workers,,,workers of Illinetske state agrarian enterprise,local authorities,"state enterprise, local authorities",,,,"Vinnytsia region administration, Illinetske management",Workers demand to set the company's ownership rights on land and tools and to restore former director.,VN13070401,,Vinnytsia,Vinnytsia,,land,pro-boss,privatization,,19,0,0,0,N,,0,0,N
VN13070901,2013-07-09,1,2013-07-09,Tue,protest,picket,,party,rightists,Svoboda,law-enforcement,law-enforcement,,,,city police office,people picketed police in support of Vradiivka protests,Vradiivka rape,,Vinnytsia,Vinnytsia,,officials' illegal actions,police abuse,anti-government,,,0,0,0,N,,0,0,N
